#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the colour of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
ALLIANCE_ENTENTE1948;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;;;X
DPERSONALITY_PLANNED_ECONOMY_PROPONENT;A planned economy is an economic system in which decisions regarding production and investment are embodied in a plan formulated by a central authority, usually by a government agency.;Une économie planifiée est un système économique dans lequel les décisions concernant la production et les investissements sont incluses dans un plan formulé par une autorité centrale, généralement une agence gouvernementale.;L'economia pianificata è un sistema economico in cui le decisioni in materia di produzione e di investimento sono incorporate in un piano formulato da un'autorità centrale, di solito da un ente governativo.;Una economía planificada es un sistema económico en el cual las decisiones convenientes a la producción y la inversión son incorporadas en un plan formulado por una autoridad central, como una agencia del gobierno.;Eine Planwirtschaft ist ein ökonomisches System, in dem Produktionsziele und Investionen von zentraler Stelle vorgegeben werden.;Ekonomia planowa jest systemem gospodarczym, w którym decyzje dotycz¹ce produkcji i inwestycji s¹ zawarte w planie sformu³owanym przez centralnego planistê, zazwyczaj wystêpuj¹cego jako agencja rz¹dowa.;;Ïëàíîâàÿ ýêîíîìèêà ýòî ýêîíîìè÷åñêàÿ ñèñòåìà, â êîòîðîé ðåøåíèÿ îòíîñèòåëüíî ïðîèçâîäñòâà è èíâåñòèöèé âîïëîùåíû â ïëàíå, ñîñòàâëÿåìîì öåíòðàëüíîé âëàñòüþ, îáû÷íî ïðàâèòåëüñòâåííûì àãåíòñòâîì.;;;X
NPERSONALITY_KEYNESIAN;Keynesian Economy Proponent;Le Partisan d'une économie Keynésienne;Sostenitore di un'economia keynesiana;Defensor de la economía Keynesiana;Befürworter der Keynesianischen Wirtschaft;Zwolennik gospodarki keynesowskiej;;Ñòîðîííèê êåéíñèàíñêîé ýêîíîìèêè;;;X
DPERSONALITY_KEYNESIAN;Keynesian economics argues that private sector decisions sometimes lead to inefficient macroeconomic outcomes and, therefore, advocates active policy responses by the public sector, including monetary policy actions by the central bank and fiscal policy actions by the government to stabilize output over the business cycle.;Une économie de type Keynésienne soutient que les décisions prises par le secteur privé ont parfois pour conséquence des résultats économiques inefficaces. En conséquence, elle promeut une réponse active par le secteur public, incluant des politiques monétaires par la Banque Centrale et des politiques fiscales par le gouvernement pour adoucir les cycles économiques.;L'economia keynesiana sostiene che le decisioni del settore privato, a volte, portano a risultati macroeconomici inefficienti e quindi sostiene risposte politiche attive del settore pubblico, comprese azioni di politica monetaria della banca centrale ed azioni di politica fiscale da parte del governo per stabilizzare l'output del ciclo economico.;Una economía Keynesania argumenta que las decisiones del sector privado algunas veces llevan a una macroeconomía ineficiente y, además, requiere respuestas de política activa por parte del sector público, incluyendo acciones monetarias por el banco central y acciones fiscales por el gobierno para estabilizar la producción durante un ciclo económico.;Verfechter dieser Wirtschaftspolitik argumentieren, daß Entscheidungen des privaten Sektors ab und zu zu ineffizienten Makroökonomischen Situationen führen können und befürworten ein Eingreifen des Staates und der Zentralbank mit Massnahmen, die letztlich wieder in einer Stabilisierung der Wirtschaft münden.;Ekonomiœci z nurtu keynesowskiego postuluj¹, ¿e decyzje sektora prywatnego niekiedy prowadz¹ do nieefektywnoœci w gospodarce i tym samym g³osz¹ potrzebê aktywnej polityki sektora publicznego, w ramach której zawiera siê prowadzenie przez bank centralny polityki monetarnej oraz prowadzenie przez rz¹d polityki fiskalnej w celu ustabilizowania cyklu koniunkturalnego.;;Êåéíñèàíñêàÿ ýêîíîìèêà âîçðàæàåò, ÷òî ðåøåíèÿ ÷àñòíîãî ñåêòîðà îáû÷íî âåäóò ê íåýôôåêòèâíîìó ìàêðîýêîíîìè÷åñêîìó ðåçóëüòàòó, è â òî æå âðåìÿ çàùèùàåò àêòèâíîå âëèÿíèå ïîëèòèêè íà îáùåñòâåííûé ñåêòîð, âêëþ÷àÿ îïåðàöèè ìîíåòàðíîé ïîëèòèêè, âûïîëíÿåìûå öåíòðàëüíûì áàíêîì è äåéñòâèÿ ôèñêàëüíîé ïîëèòèêè ïðàâèòåëüñòâà, ÷òîáû ñòàáèëèçîâàòü äîõîäû â öèêëàõ áèçíåñà.;;;X
NPERSONALITY_REFORMER;Reformer of the Army;Réformateur de l'armée;Riformatore delle forze armate;Reformador del Ejército;Reformer der Armee;Reformator armii;;Âîåííûé ðåôîðìàòîð;;;X
DPERSONALITY_REFORMER;The Reformer of the Army concentrates his effort on the modernization of the armed forces.;Le réformateur de l'armée concentre ses efforts sur la modernisation des forces armées.;Il riformatore dell'esercito concentra il suoi sforzi per l'ammodernamento delle forze armate.;El Reformador de la Armada concentra sus esfuerzos en la modernización de las fuerzas armadas.;Der Reformer der Armee konzentriert sich darauf eine möglichst moderne Armee zu schaffen und zu erhalten.;Reformator armii koncentruje swoje wysi³ki na reformie krajowych si³ zbrojnych.;;Âîåííûé ðåôîðìàòîð êîíöåíòðèðóåò ñâîè óñèëèÿ íà ìîäåðíèçàöèè âîîðóæåííûõ ñèë.;;;X
NPERSONALITY_CONSTRUCTION_MAGNATE;Construction Magnate;Le Magnat du bâtiment;Magnate delle costruzioni;Magnate de la construcción;Baulöwe;Magnat budowlany;;Ñòðîèòåëüíûé ìàãíàò;;;X
DPERSONALITY_CONSTRUCTION_MAGNATE;The Construction Magnate has a prominent place in the construction industry. He can use his position to increase the productivity of his industries and boost the construction of roads, airports, naval base and others infrastructures.;Le magnat du bâtiment a une position bien établie dans l'industrie du bâtiment. Il peut l'utiliser pour accroître la productivité de ses industries et pousser à la construction de routes, d'aéroports, de bases navales et autres infrastructures.;Il Magnate delle costruzioni ha un posto preminente nel settore. Può usare la sua posizione per aumentare la produttività delle sue industrie e dare impulso alla costruzione di strade, aeroporti, basi navali ed altre infrastrutture.;El Magnate de la Construcción tiene un lugar prominente en la industria de la construcción. Puede usar su posición para incrementar la productividad de las industrias e impulsar la construcción de carreteras, aeropuertos, bases navales y otras infraestructuras.;Der Baulöwe hat eine angesehene Position innerhalb der Baubranche. Er kann diese nutzen, um die Produktivität im allgemeinen zu steigern und den Bau von Flugplätzen, Strassen und anderer Infrastruktur voranzutreiben.;Magnat budowlany gra pierwsze skrzypce w przemyœle konstrukcyjnym kraju. Mo¿e u¿ywaæ swoich wp³ywów w celu zwiêkszenia efektywnoœci dzia³ania przemys³u i przyspieszenia konstrukcji dróg, lotnisk, baz morskich oraz innych elementów infrastruktury.;;Ñòðîèòåëüíûé ìàãíàò èìååò ïîñòîÿííîå âëèÿíèå íà ñòðîèòåëüíóþ èíäóñòðèþ. Îí ìîæåò èñïîëüçîâàòü ñâîå ïîëîæåíèå, ÷òîáû óâåëè÷èâàòü ïðîèçâîäèòåëüíîñòü ñâîåé ïðîìûøëåííîñòè è óñêîðÿòü ñòðîèòåëüñòâî äîðîã, àýðîïîðòîâ, ìîðñêèõ áàç è äðóãîé èíôðàñòðóêòóðû.;;;X
NPERSONALITY_BUDGET;Balanced Budget Proponent;Partisan d'un budget équilibré;Sostenitore di un bilancio equilibrato;Defensor de la economía balanceada;Hauslhaltsexperte;Zwolennik zbilansowanego bud¿etu;;Ñòîðîííèê ñáàëàíñèðîâàííîãî áþäæåòà;;;X
DPERSONALITY_BUDGET;This minister fights to have a balanced budget, with tight money, limits on welfare and foreign aid.;Ce ministre se bat pour avoir un budget équilibré, un crédit cher, un état-providence limité et peu d'aides étrangères.;Questo ministro si batte per avere un bilancio in pareggio, quando è a corto di fondi, limita il welfare e gli aiuti internazionali.;Este ministro lucha para tener un presupuesto balanceado, limitando el presupuesto en bienestar y ayuda al extranjero.;Dieser Minister macht sich für einen ausgeglichenen Haushalt stark, der nur wenige Ausgaben für Soziales und Entwicklungshilfe vorsieht.;Ten minister jest gotów podj¹æ walkê w imiê zbilansowanego bud¿etu, z siln¹ kontrol¹ wydatków, limitami na wydatki zwi¹zane z pomoc¹ spo³eczn¹ i wsparciem innych krajów.;;Ýòîò ìèíèñòð áîðåòñÿ çà ñáàëàíñèðîâàííûé áþäæåò ñ ôèêñèðîâàííûìè äåíåæíûìè çíà÷åíèÿìè, ëèìèòàìè íà èíîñòðàííóþ ïîìîùü è èíòåðâåíöèîííûå èíâåñòèöèè.;;;X
NPERSONALITY_MIXED;Mixed Economy Proponent;Le Partisan d'une économie mixte;Sostenitore di un'economia mista;Defensor de la economía mixta;Mischwirtschaftler;Zwolennik gospodarki mieszanej;;Ñòîðîííèê ñìåøàííîé ýêîíîìèêè;;;X
DPERSONALITY_MIXED;Mixed economy is an economic system in which both the state and the private sector direct the economy, with characteristics proper of both market economies and planned economies. Most mixed economies can be described as market economies with strong regulatory oversight, in addition to having a variety of government-sponsored aspects.;Une économie mixte est un stème économique dans lequel l'État et le secteur privé dirigent l'économie, avec des traits propres aux économies de marché et aux économies planifiées. La plupart des économies mixtes peuvent être décrites comme étant des économies de marché soumises à de fortes régulations, en plus d'avoir des particularités propres aux politiques gouvernementales.;L'economia mista è un sistema economico in cui sia lo Stato sia il settore privato indirizzano l'economia, con caratteristiche proprie sia delle economie di mercato che di quelle pianificate. La maggior parte delle economie miste può essere descritta come economie di mercato con forte supervisione regolamentare, oltre ad avere una varietà di aspetti sponsorizzati dal governo.;Una economía mixta es un sistema económico en el que el Estado y el sector privado dirigen la economía, con características propias de economías de mercado y economías planificadas. La mayoría de las economías mixtas pueden ser descritas como economías de mercado con una fuerte supervisión reguladora, además de tener aspectos de un gobierno.;Mischwirtschaft ist ein Wirtschaftssystem, das irgendwo zwischen Markt- und Planwirtschaft steht. Die meisten dieser Wirtschaften sind Marktwirtschaften mit starken staatlichen Einflüssen und Regularien.;Gospodarka mieszana to system ekonomicznym, w którym wspó³istniej¹ silne sektory publiczny i prywatny, a charakterystyki gospodarek planowych i rynkowych wspó³istniej¹ ze sob¹. Wiêkszoœæ mieszanych gospodarek mo¿e byæ opisana jako gospodarki rynkowe z silnym udzia³em kontroli regulacyjnej, jak równie¿ aktywnym wsparciem inwestycji przez rz¹d.;;Ñìåøàííàÿ ýêîíîìèêà ýòî ýêîíîìè÷åñêàÿ ñèñòåìà, â êîòîðîé è ãîñóäàðñòâî, è ÷àñòíûé ñåêòîð íàïðàâëÿþò ýêîíîìèêó. Ýòî ñèñòåìà ñ êà÷åñòâàìè è ðûíî÷íîé, è ïëàíîâîé ýêîíîìèêè. Áîëüøèíñòâî ñìåøàííûõ ýêîíîìèê ìîãóò áûòü îïèñàíû êàê ðûíî÷íûå ýêîíîìèêè ñ ñèëüíûìè ðåãóëèðóþùèìè ñòðóêòóðàìè, â äîïîëíåíèå ê ðàçíîîáðàçíûì ãîñóäàðñòâåííî-ñïîíñèðîâàííûì ïðåäïðèÿòèÿì.;;;X
NPERSONALITY_COMMANDO_DOCTRINE;The Special Forces Proponent;Partisan des forces spéciales;Sostenitore delle Forze Speciali;Defensor de las Fuerzas Armadas;Befürworter von Spezialeinheiten;Zwolennik si³ specjalnych;;Ñòîðîííèê ðàçâèòèÿ ñïåöñëóæá;;;X
DPERSONALITY_COMMANDO_DOCTRINE_STAFF;This Chief of the Staff believes in the use of Special Forces and teaches that small but highly trained formations are the essence of modern warfare.;Ce chef d'état-major croit fermement en l'utilisation de forces spéciales, et enseigne que des unités petites mais particulièrement bien entraînées sont le fondement de la guerre moderne.;Questo Capo di Stato Maggiore crede nell'uso delle Forze Speciali e sostiene che formazioni piccole ma altamente addestrate sono l'essenza della guerra moderna.;Este Jefe de Estado cree en el uso de Fuerzas Especiales y enseña que formaciones pequeñas pero altamente entrenadas son la esencia de la guerra moderna.;Dieser Stabschef ist der Meinung, daß der Einsatz kleiner, spezialisierter Kommandoeinheiten die moderne Kriegführung ausmachen.;Ten szef sztabu wierzy w szczególn¹ rolê si³ speecjalnych i g³osi, ¿e ma³e, ale œwietnie wyszkolone oddzia³y s¹ esencj¹ nowoczesnej sztuki wojennej.;;Ýòîò íà÷àëüíèê ãåíøòàáà âåðèò, ÷òî èñïîëüçîâàíèå ñïåöèàëüíûõ ïîäðàçäåëåíèé è òåõíîëîãèé, êîòîðûå ìàëû, íî ïðåêðàñíî ïîäãîòîâëåíû, ÿâëÿþòñÿ îñíîâîé ñîâðåìåííûõ âîåííûõ äåéñòâèé.;;;X
DPERSONALITY_COMMANDO_DOCTRINE_ARMY;This Chief of the Army believes that the use of highly trained Special Forces can make the difference in the battle.;Ce chef de l'armée pense que l'utilisation de forces spéciales très entraînées peut faire toute la différence durant une bataille.;Questo capo di stato maggiore dell'esercito crede che l'uso di forze speciali altamente addestrate può fare la differenza in battaglia.;Este jefe del Ejército cree que el uso de Fuerzas Especiales altamente entrenadas puede marcar la diferencia en batalla.;Dieser Armeechef ist der Meinung, daß der Einsatz hochtrainierter Spezialkräfte in einem Krieg den Unterschied zwischen Sieg und Niederlage ausmachen wird.;Ten dowódca sztabu armii uwa¿a, ¿e u¿ycie œwietnie wyszkolonych s³u¿b specjalnych mo¿e przewa¿yæ losy staræ na nasz¹ korzyœæ.;;Ýòîò êîìàíäóùèé àðìèåé âåðèò, ÷òî èñïîëüçîâàíèå âûñîêîòðåíèðîâàííûõ ñïåöñëóæá ïîçâîëÿåò ïåðåëîìèòü èñõîä ñðàæåíèÿ.;;;X
