##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;;;;x
PROV1078;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;;;;;X
PROV1079;Denizli;Denizli;Denizli;Denizli;Denizli;Denizli;;;;;X
PROV1080;Sari;Sari;Sari;Sari;Sari;Sari;;;;;X
PROV1081;Rast;Rast;Rast;Rast;Rast;Rast;;;;;X
PROV1082;Rezaiye;Rezaiye;Rezaiye;Rezaiye;Rezaiye;Rezaiye;;;;;X
PROV1083;Tabriz;Tabriz;Tabriz;Tabriz;Tabriz;Tabriz;;;;;X
PROV1084;Kermanshah;Kermanshah;Kermanshah;Kermanshah;Kermanshah;Kermanshah;;;;;X
PROV1085;Tehran;Tehran;Tehran;Tehran;Tehran;Tehran;;;;;X
PROV1086;Esfahan;Esfahan;Esfahan;Esfahan;Esfahan;Esfahan;;;;;X
PROV1087;Hamadan;Hamadan;Hamadan;Hamadan;Hamadan;Hamadan;;;;;X
PROV1088;Siraz;Siraz;Siraz;Siraz;Siraz;Siraz;;;;;X
PROV1089;Ahvaz;Ahvaz;Ahvaz;Ahvaz;Ahvaz;Ahvaz;;;;;X
PROV1090;Busehr;Busehr;Busehr;Busehr;Busehr;Busehr;;;;;X
PROV1091;Gameroon;Gameroon;Gameroon;Gameroon;Gameroon;Gameroon;;;;;X
PROV1092;Mashad;Mashad;Mashad;Mashad;Mashad;Mashad;;;;;X
PROV1093;Zahedan;Zahedan;Zahedan;Zahedan;Zahedan;Zahedan;;;;;X
PROV1094;Kerman;Kerman;Kerman;Kerman;Kerman;Kerman;;;;;X
PROV1095;Birjand;Birjand;Birjand;Birjand;Birjand;Birjand;;;;;X
PROV1096;Lake Superior;Lake Superior;Lake Superior;Lake Superior;Lake Superior;Lake Superior;;;;;X
PROV1097;Ashkhabad;Ashkhabad;Ashkhabad;Ashkhabad;Ashkhabad;Ashkhabad;;;;;X
PROV1098;Merv;Merv;Merv;Merv;Merv;Merv;;;;;X
PROV1099;Samarkand;Samarkand;Samarkand;Samarkand;Samarkand;Samarkand;;;;;X
PROV1100;Bukhara;Bukhara;Bukhara;Bukhara;Bukhara;Bukhara;;;;;X
PROV1101;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;;;;;X
PROV1102;Nukus;Nukus;Nukus;Nukus;Nukus;Nukus;;;;;X
PROV1103;Tashkent;Tashkent;Tashkent;Tashkent;Tashkent;Tashkent;;;;;X
PROV1104;Khorugh;Khorugh;Khorugh;Khorugh;Khorugh;Khorugh;;;;;X
PROV1105;Dyushambe;Dyushambe;Dyushambe;Dyushambe;Dyushambe;Dyushambe;;;;;X
PROV1106;Osh;Osh;Osh;Osh;Osh;Osh;;;;;X
PROV1107;Pishpek;Pishpek;Pishpek;Pishpek;Pishpek;Pishpek;;;;;X
PROV1108;Dzambul;Dzambul;Dzambul;Dzambul;Dzambul;Dzambul;;;;;X
PROV1109;Chimkent;Chimkent;Chimkent;Chimkent;Chimkent;Chimkent;;;;;X
PROV1110;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;;;;;X
PROV1111;Fyodorovka;Fyodorovka;Fyodorovka;Fyodorovka;Fyodorovka;Fyodorovka;;;;;X
PROV1112;Novokazalinsk;Novokazalinsk;Novokazalinsk;Novokazalinsk;Novokazalinsk;Novokazalinsk;;;;;X
PROV1113;Uralsk;Uralsk;Uralsk;Uralsk;Uralsk;Uralsk;;;;;X
PROV1114;Aktyubinsk;Aktyubinsk;Aktyubinsk;Aktyubinsk;Aktyubinsk;Aktyubinsk;;;;;X
PROV1115;Kustanay;Kustanay;Kustanay;Kustanay;Kustanay;Kustanay;;;;;X
PROV1116;Derzhavinsk;Derzhavinsk;Derzhavinsk;Derzhavinsk;Derzhavinsk;Derzhavinsk;;;;;X
PROV1117;Chelkar;Chelkar;Chelkar;Chelkar;Chelkar;Chelkar;;;;;X
PROV1118;Shevchenko;Shevchenko;Shevchenko;Shevchenko;Shevchenko;Shevchenko;;;;;X
PROV1119;Kyzyl;Kyzyl;Kyzyl;Kyzyl;Kyzyl;Kyzyl;;;;;X
PROV1120;Bayan Tumen ;Bayan Tumen ;Bayan Tumen ;Bayan Tumen ;Bayan Tumen ;Bayan Tumen ;;;;;X
PROV1121;Bayankhongor;Bayankhongor;Bayankhongor;Bayankhongor;Bayankhongor;Bayankhongor;;;;;X
PROV1122;Arvaikheer;Arvaikheer;Arvaikheer;Arvaikheer;Arvaikheer;Arvaikheer;;;;;X
PROV1123;Olgii;Olgii;Olgii;Olgii;Olgii;Olgii;;;;;X
PROV1124;Urga;Urga;Urga;Urga;Urga;Urga;;;;;X
PROV1125;Muren;Muren;Muren;Muren;Muren;Muren;;;;;X
PROV1126;Kungur;Kungur;Kungur;Kungur;Kungur;Kungur;;;;;X
PROV1127;Pervouralsk;Pervouralsk;Pervouralsk;Pervouralsk;Pervouralsk;Pervouralsk;;;;;X
PROV1128;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;;;;;X
PROV1129;Vorkuta;Vorkuta;Vorkuta;Vorkuta;Vorkuta;Vorkuta;;;;;X
PROV1130;Berezniki;Berezniki;Berezniki;Berezniki;Berezniki;Berezniki;;;;;X
PROV1131;Ufa;Ufa;Ufa;Ufa;Ufa;Ufa;;;;;X
PROV1132;Chelyabinsk;Chelyabinsk;Chelyabinsk;Chelyabinsk;Chelyabinsk;Chelyabinsk;;;;;X
PROV1133;Orsk;Orsk;Orsk;Orsk;Orsk;Orsk;;;;;X
PROV1134;Orenburg;Orenburg;Orenburg;Orenburg;Orenburg;Orenburg;;;;;X
PROV1135;Tobolsk;Tobolsk;Tobolsk;Tobolsk;Tobolsk;Tobolsk;;;;;X
PROV1136;Tyumen;Tyumen;Tyumen;Tyumen;Tyumen;Tyumen;;;;;X
PROV1137;Kurgan;Kurgan;Kurgan;Kurgan;Kurgan;Kurgan;;;;;X
PROV1138;Omsk;Omsk;Omsk;Omsk;Omsk;Omsk;;;;;X
PROV1139;Tara;Tara;Tara;Tara;Tara;Tara;;;;;X
PROV1140;Barnaul;Barnaul;Barnaul;Barnaul;Barnaul;Barnaul;;;;;X
PROV1141;Kuybyshev;Kuybyshev;Kuybyshev;Kuybyshev;Kuybyshev;Kuybyshev;;;;;X
PROV1142;Novosibirsk;Novosibirsk;Novosibirsk;Novosibirsk;Novosibirsk;Novosibirsk;;;;;X
PROV1143;Biysk;Biysk;Biysk;Biysk;Biysk;Biysk;;;;;X
PROV1144;Kemerovo;Kemerovo;Kemerovo;Kemerovo;Kemerovo;Kemerovo;;;;;X
PROV1145;Stalinsk;Stalinsk;Stalinsk;Stalinsk;Stalinsk;Stalinsk;;;;;X
PROV1146;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;;;;;X
PROV1147;Abakan;Abakan;Abakan;Abakan;Abakan;Abakan;;;;;X
PROV1148;Tomsk;Tomsk;Tomsk;Tomsk;Tomsk;Tomsk;;;;;X
PROV1149;Asino;Asino;Asino;Asino;Asino;Asino;;;;;X
PROV1150;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;;;;;X
PROV1151;Sverdlovsk;Sverdlovsk;Sverdlovsk;Sverdlovsk;Sverdlovsk;Sverdlovsk;;;;;X
PROV1152;Salekhard;Salekhard;Salekhard;Salekhard;Salekhard;Salekhard;;;;;X
PROV1153;Uray;Uray;Uray;Uray;Uray;Uray;;;;;X
PROV1154;Surgut;Surgut;Surgut;Surgut;Surgut;Surgut;;;;;X
PROV1155;Norilsk;Norilsk;Norilsk;Norilsk;Norilsk;Norilsk;;;;;X
PROV1156;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;X
PROV1157;Kansk;Kansk;Kansk;Kansk;Kansk;Kansk;;;;;X
PROV1158;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;;;;;X
PROV1159;Lake;Lake;Lake;Lake;Lake;Lake;;;;;X
PROV1160;Lake Peipsi;Lake Peipsi;Lake Peipsi;Lake Peipsi;Lake Peipsi;Lake Peipsi;;;;;X
PROV1161;Kalakan;Kalakan;Kalakan;Kalakan;Kalakan;Kalakan;;;;;X
PROV1162;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;;;;;X
PROV1163;Bodaybo;Bodaybo;Bodaybo;Bodaybo;Bodaybo;Bodaybo;;;;;X
PROV1164;Ust-Kut;Ust-Kut;Ust-Kut;Ust-Kut;Ust-Kut;Ust-Kut;;;;;X
PROV1165;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;;;;;X
PROV1166;Cheremkhovo;Cheremkhovo;Cheremkhovo;Cheremkhovo;Cheremkhovo;Cheremkhovo;;;;;X
PROV1167;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;;;;;X
PROV1168;Borzya;Borzya;Borzya;Borzya;Borzya;Borzya;;;;;X
PROV1169;Chita;Chita;Chita;Chita;Chita;Chita;;;;;X
PROV1170;Never;Never;Never;Never;Never;Never;;;;;X
PROV1171;Ekimchan;Ekimchan;Ekimchan;Ekimchan;Ekimchan;Ekimchan;;;;;X
PROV1172;free;free;free;free;free;free;;;;;X
PROV1173;Lake;Lake;Lake;Lake;Lake;Lake;;;;;X
PROV1174;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;;;;;X
PROV1175;Birobidzhan;Birobidzhan;Birobidzhan;Birobidzhan;Birobidzhan;Birobidzhan;;;;;X
PROV1176;Blagoveshchensk;Blagoveshchensk;Blagoveshchensk;Blagoveshchensk;Blagoveshchensk;Blagoveshchensk;;;;;X
PROV1177;Nyurba;Nyurba;Nyurba;Nyurba;Nyurba;Nyurba;;;;;X
PROV1178;Nezametny;Nezametny;Nezametny;Nezametny;Nezametny;Nezametny;;;;;X
PROV1179;Yakutsk;Yakutsk;Yakutsk;Yakutsk;Yakutsk;Yakutsk;;;;;X
PROV1180;Verkhoyansk;Verkhoyansk;Verkhoyansk;Verkhoyansk;Verkhoyansk;Verkhoyansk;;;;;X
PROV1181;Magadan;Magadan;Magadan;Magadan;Magadan;Magadan;;;;;X
PROV1182;Anadyr;Anadyr;Anadyr;Anadyr;Anadyr;Anadyr;;;;;X
PROV1183;Palana;Palana;Palana;Palana;Palana;Palana;;;;;X
PROV1184;Petropavlovsk-Kamchatsky;Petropavlovsk-Kamchatsky;Petropavlovsk-Kamchatsky;Petropavlovsk-Kamchatsky;Petropavlovsk-Kamchatsky;Petropavlovsk-Kamchatsky;;;;;X
PROV1185;Sovetskaya Gavan;Sovetskaya Gavan;Sovetskaya Gavan;Sovetskaya Gavan;Sovetskaya Gavan;Sovetskaya Gavan;;;;;X
PROV1186;Okhotsk;Okhotsk;Okhotsk;Okhotsk;Okhotsk;Okhotsk;;;;;X
PROV1187;Komsomolsk-on-Amur;Komsomolsk-on-Amur;Komsomolsk-on-Amur;Komsomolsk-on-Amur;Komsomolsk-on-Amur;Komsomolsk-on-Amur;;;;;X
PROV1188;Elban;Elban;Elban;Elban;Elban;Elban;;;;;X
PROV1189;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;;;;;X
PROV1190;Khabarovsk;Khabarovsk;Khabarovsk;Khabarovsk;Khabarovsk;Khabarovsk;;;;;X
PROV1191;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;;;;;X
PROV1192;Semyonovka;Semyonovka;Semyonovka;Semyonovka;Semyonovka;Semyonovka;;;;;X
PROV1193;Nakhodka;Nakhodka;Nakhodka;Nakhodka;Nakhodka;Nakhodka;;;;;X
PROV1194;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;;;;;X
PROV1195;Tetyukhe;Tetyukhe;Tetyukhe;Tetyukhe;Tetyukhe;Tetyukhe;;;;;X
PROV1196;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;;;;;X
PROV1197;Hegang;Hegang;Hegang;Hegang;Hegang;Hegang;;;;;X
PROV1198;Butehaqi;Butehaqi;Butehaqi;Butehaqi;Butehaqi;Butehaqi;;;;;X
PROV1199;Harbin;Harbin;Harbin;Harbin;Harbin;Harbin;;;;;X
PROV1200;Huma;Huma;Huma;Huma;Huma;Huma;;;;;X
PROV1201;Heihe;Heihe;Heihe;Heihe;Heihe;Heihe;;;;;X
PROV1202;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;;;;;X
PROV1203;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihaer;;;;;X
PROV1204;Jixi;Jixi;Jixi;Jixi;Jixi;Jixi;;;;;X
PROV1205;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;;;;;X
PROV1206;Haila'er;Haila'er;Haila'er;Haila'er;Haila'er;Haila'er;;;;;X
PROV1207;Jilin;Jilin;Jilin;Jilin;Jilin;Jilin;;;;;X
PROV1208;Changchun;Changchun;Changchun;Changchun;Changchun;Changchun;;;;;X
PROV1209;Wulanhaote;Wulanhaote;Wulanhaote;Wulanhaote;Wulanhaote;Wulanhaote;;;;;X
PROV1210;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;;;;;X
PROV1211;Hunjiang;Hunjiang;Hunjiang;Hunjiang;Hunjiang;Hunjiang;;;;;X
PROV1212;Yanji;Yanji;Yanji;Yanji;Yanji;Yanji;;;;;X
PROV1213;Baicheng;Baicheng;Baicheng;Baicheng;Baicheng;Baicheng;;;;;X
PROV1214;Shenyang;Shenyang;Shenyang;Shenyang;Shenyang;Shenyang;;;;;X
PROV1215;Fushun;Fushun;Fushun;Fushun;Fushun;Fushun;;;;;X
PROV1216;Jinzhou;Jinzhou;Jinzhou;Jinzhou;Jinzhou;Jinzhou;;;;;X
PROV1217;Anshan;Anshan;Anshan;Anshan;Anshan;Anshan;;;;;X
PROV1218;Panjin;Panjin;Panjin;Panjin;Panjin;Panjin;;;;;X
PROV1219;Port Arthur;Port Arthur;Port Arthur;Port Arthur;Port Arthur;Port Arthur;;;;;X
PROV1220;Dandong;Dandong;Dandong;Dandong;Dandong;Dandong;;;;;X
PROV1221;Pyeongyang;Pyeongyang;Pyeongyang;Pyeongyang;Pyeongyang;Pyeongyang;;;;;X
PROV1222;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;;;;;X
PROV1223;Wonsan;Wonsan;Wonsan;Wonsan;Wonsan;Wonsan;;;;;X
PROV1224;Sinuiju;Sinuiju;Sinuiju;Sinuiju;Sinuiju;Sinuiju;;;;;X
PROV1225;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Cheongjin;;;;;X
PROV1226;Ganggye;Ganggye;Ganggye;Ganggye;Ganggye;Ganggye;;;;;X
PROV1227;Hamheung;Hamheung;Hamheung;Hamheung;Hamheung;Hamheung;;;;;X
PROV1228;Seoul;Seoul;Seoul;Seoul;Seoul;Seoul;;;;;X
PROV1229;Daejeon;Daejeon;Daejeon;Daejeon;Daejeon;Daejeon;;;;;X
PROV1230;Gwangju;Gwangju;Gwangju;Gwangju;Gwangju;Gwangju;;;;;X
PROV1231;Daegu;Daegu;Daegu;Daegu;Daegu;Daegu;;;;;X
PROV1232;Busan;Busan;Busan;Busan;Busan;Busan;;;;;X
PROV1233;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Chuncheon;;;;;X
PROV1234;Buna;Buna;Buna;Buna;Buna;Buna;;;;;X
PROV1235;Fuxin;Fuxin;Fuxin;Fuxin;Fuxin;Fuxin;;;;;X
PROV1236;Chengde;Chengde;Chengde;Chengde;Chengde;Chengde;;;;;X
PROV1237;Ulayanqada;Ulayanqada;Ulayanqada;Ulayanqada;Ulayanqada;Ulayanqada;;;;;X
PROV1238;Huhehaote;Huhehaote;Huhehaote;Huhehaote;Huhehaote;Huhehaote;;;;;X
PROV1239;Jining;Jining;Jining;Jining;Jining;Jining;;;;;X
PROV1240;Sili-yin Qota;Sili-yin Qota;Sili-yin Qota;Sili-yin Qota;Sili-yin Qota;Sili-yin Qota;;;;;X
PROV1241;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;;;;;X
PROV1242;Shijiazhuang;Shijiazhuang;Shijiazhuang;Shijiazhuang;Shijiazhuang;Shijiazhuang;;;;;X
PROV1243;Baoding;Baoding;Baoding;Baoding;Baoding;Baoding;;;;;X
PROV1244;Cangzhou;Cangzhou;Cangzhou;Cangzhou;Cangzhou;Cangzhou;;;;;X
PROV1245;Tangshan;Tangshan;Tangshan;Tangshan;Tangshan;Tangshan;;;;;X
PROV1246;Zhangyuan;Zhangyuan;Zhangyuan;Zhangyuan;Zhangyuan;Zhangyuan;;;;;X
PROV1247;Beijing;Beijing;Beijing;Beijing;Beijing;Beijing;;;;;X
PROV1248;Changzhi;Changzhi;Changzhi;Changzhi;Changzhi;Changzhi;;;;;X
PROV1249;Yangquan;Yangquan;Yangquan;Yangquan;Yangquan;Yangquan;;;;;X
PROV1250;Lingqiu;Lingqiu;Lingqiu;Lingqiu;Lingqiu;Lingqiu;;;;;X
PROV1251;Datong;Datong;Datong;Datong;Datong;Datong;;;;;X
PROV1252;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;;;;;X
PROV1253;Linfen;Linfen;Linfen;Linfen;Linfen;Linfen;;;;;X
PROV1254;Hequ;Hequ;Hequ;Hequ;Hequ;Hequ;;;;;X
PROV1255;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;;;;;X
PROV1256;Baoji;Baoji;Baoji;Baoji;Baoji;Baoji;;;;;X
PROV1257;Tongguan;Tongguan;Tongguan;Tongguan;Tongguan;Tongguan;;;;;X
PROV1258;Xi'an;Xi'an;Xi'an;Xi'an;Xi'an;Xi'an;;;;;X
PROV1259;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;;;;;X
PROV1260;Yulin;Yulin;Yulin;Yulin;Yulin;Yulin;;;;;X
PROV1261;Longnan;Longnan;Longnan;Longnan;Longnan;Longnan;;;;;X
PROV1262;Linxia;Linxia;Linxia;Linxia;Linxia;Linxia;;;;;X
PROV1263;Tianshui;Tianshui;Tianshui;Tianshui;Tianshui;Tianshui;;;;;X
PROV1264;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Lanzhou;;;;;X
PROV1265;Zhangye;Zhangye;Zhangye;Zhangye;Zhangye;Zhangye;;;;;X
PROV1266;Yumen;Yumen;Yumen;Yumen;Yumen;Yumen;;;;;X
PROV1267;Ankang;Ankang;Ankang;Ankang;Ankang;Ankang;;;;;X
PROV1268;Yinchuan;Yinchuan;Yinchuan;Yinchuan;Yinchuan;Yinchuan;;;;;X
PROV1269;Uqai;Uqai;Uqai;Uqai;Uqai;Uqai;;;;;X
PROV1270;Linhe;Linhe;Linhe;Linhe;Linhe;Linhe;;;;;X
PROV1271;Wuzhong;Wuzhong;Wuzhong;Wuzhong;Wuzhong;Wuzhong;;;;;X
PROV1272;Bayan Hot;Bayan Hot;Bayan Hot;Bayan Hot;Bayan Hot;Bayan Hot;;;;;X
PROV1273;Aletai;Aletai;Aletai;Aletai;Aletai;Aletai;;;;;X
PROV1274;Qarqan;Qarqan;Qarqan;Qarqan;Qarqan;Qarqan;;;;;X
PROV1275;Aqsu;Aqsu;Aqsu;Aqsu;Aqsu;Aqsu;;;;;X
PROV1276;Karamay;Karamay;Karamay;Karamay;Karamay;Karamay;;;;;X
PROV1277;Qumul;Qumul;Qumul;Qumul;Qumul;Qumul;;;;;X
PROV1278;Sumdo;Sumdo;Sumdo;Sumdo;Sumdo;Sumdo;;;;;X
PROV1279;Kaxgar;Kaxgar;Kaxgar;Kaxgar;Kaxgar;Kaxgar;;;;;X
PROV1280;Ghulja;Ghulja;Ghulja;Ghulja;Ghulja;Ghulja;;;;;X
PROV1281;Urumqi;Urumqi;Urumqi;Urumqi;Urumqi;Urumqi;;;;;X
PROV1282;Xoten;Xoten;Xoten;Xoten;Xoten;Xoten;;;;;X
PROV1283;Ge'ermu;Ge'ermu;Ge'ermu;Ge'ermu;Ge'ermu;Ge'ermu;;;;;X
PROV1284;Xining;Xining;Xining;Xining;Xining;Xining;;;;;X
PROV1285;Yushu;Yushu;Yushu;Yushu;Yushu;Yushu;;;;;X
PROV1286;Senge Khabab;Senge Khabab;Senge Khabab;Senge Khabab;Senge Khabab;Senge Khabab;;;;;X
PROV1287;Sger Rtse;Sger Rtse;Sger Rtse;Sger Rtse;Sger Rtse;Sger Rtse;;;;;X
PROV1288;Rgyal Rtse;Rgyal Rtse;Rgyal Rtse;Rgyal Rtse;Rgyal Rtse;Rgyal Rtse;;;;;X
PROV1289;Lhasa;Lhasa;Lhasa;Lhasa;Lhasa;Lhasa;;;;;X
PROV1290;Ri Bo Che;Ri Bo Che;Ri Bo Che;Ri Bo Che;Ri Bo Che;Ri Bo Che;;;;;X
PROV1291;Xichang;Xichang;Xichang;Xichang;Xichang;Xichang;;;;;X
PROV1292;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;;;;;X
PROV1293;Panzhihua;Panzhihua;Panzhihua;Panzhihua;Panzhihua;Panzhihua;;;;;X
PROV1294;Chab Mdo;Chab Mdo;Chab Mdo;Chab Mdo;Chab Mdo;Chab Mdo;;;;;X
PROV1295;Nying Khri;Nying Khri;Nying Khri;Nying Khri;Nying Khri;Nying Khri;;;;;X
PROV1296;Guanxian;Guanxian;Guanxian;Guanxian;Guanxian;Guanxian;;;;;X
PROV1297;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;;;;;X
PROV1298;Luzhou;Luzhou;Luzhou;Luzhou;Luzhou;Luzhou;;;;;X
PROV1299;Chongqing;Chongqing;Chongqing;Chongqing;Chongqing;Chongqing;;;;;X
PROV1300;Yibin;Yibin;Yibin;Yibin;Yibin;Yibin;;;;;X
PROV1301;Fuling;Fuling;Fuling;Fuling;Fuling;Fuling;;;;;X
PROV1302;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;;;;;X
PROV1303;Anshun;Anshun;Anshun;Anshun;Anshun;Anshun;;;;;X
PROV1304;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;;;;;X
PROV1305;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;;;;;X
PROV1306;Kaili;Kaili;Kaili;Kaili;Kaili;Kaili;;;;;X
PROV1307;Huaihua;Huaihua;Huaihua;Huaihua;Huaihua;Huaihua;;;;;X
PROV1308;Changsha;Changsha;Changsha;Changsha;Changsha;Changsha;;;;;X
PROV1309;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Xiangtan;;;;;X
PROV1310;Changde;Changde;Changde;Changde;Changde;Changde;;;;;X
PROV1311;Chenzhou;Chenzhou;Chenzhou;Chenzhou;Chenzhou;Chenzhou;;;;;X
PROV1312;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;;;;;X
PROV1313;Shashi;Shashi;Shashi;Shashi;Shashi;Shashi;;;;;X
PROV1314;Shiyan;Shiyan;Shiyan;Shiyan;Shiyan;Shiyan;;;;;X
PROV1315;Yichang;Yichang;Yichang;Yichang;Yichang;Yichang;;;;;X
PROV1316;Suizhou;Suizhou;Suizhou;Suizhou;Suizhou;Suizhou;;;;;X
PROV1317;Wuhan;Wuhan;Wuhan;Wuhan;Wuhan;Wuhan;;;;;X
PROV1318;Huangshi;Huangshi;Huangshi;Huangshi;Huangshi;Huangshi;;;;;X
PROV1319;Kaifeng;Kaifeng;Kaifeng;Kaifeng;Kaifeng;Kaifeng;;;;;X
PROV1320;Xuchang;Xuchang;Xuchang;Xuchang;Xuchang;Xuchang;;;;;X
PROV1321;Xinxiang;Xinxiang;Xinxiang;Xinxiang;Xinxiang;Xinxiang;;;;;X
PROV1322;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;;;;;X
PROV1323;Anyang;Anyang;Anyang;Anyang;Anyang;Anyang;;;;;X
PROV1324;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;;;;;X
PROV1325;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;;;;;X
PROV1326;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;;;;;X
PROV1327;Heze;Heze;Heze;Heze;Heze;Heze;;;;;X
PROV1328;Qingdao;Qingdao;Qingdao;Qingdao;Qingdao;Qingdao;;;;;X
PROV1329;Weifang;Weifang;Weifang;Weifang;Weifang;Weifang;;;;;X
PROV1330;Jinan;Jinan;Jinan;Jinan;Jinan;Jinan;;;;;X
PROV1331;Yantai;Yantai;Yantai;Yantai;Yantai;Yantai;;;;;X
PROV1332;Zaozhuang;Zaozhuang;Zaozhuang;Zaozhuang;Zaozhuang;Zaozhuang;;;;;X
PROV1333;Huaiyin;Huaiyin;Huaiyin;Huaiyin;Huaiyin;Huaiyin;;;;;X
PROV1334;Nantong;Nantong;Nantong;Nantong;Nantong;Nantong;;;;;X
PROV1335;Yancheng;Yancheng;Yancheng;Yancheng;Yancheng;Yancheng;;;;;X
PROV1336;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;;;;;X
PROV1337;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;;;;;X
PROV1338;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;;;;;X
PROV1339;Suzhou;Suzhou;Suzhou;Suzhou;Suzhou;Suzhou;;;;;X
PROV1340;Hefei;Hefei;Hefei;Hefei;Hefei;Hefei;;;;;X
PROV1341;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;;;;;X
PROV1342;Xuanzhou;Xuanzhou;Xuanzhou;Xuanzhou;Xuanzhou;Xuanzhou;;;;;X
PROV1343;Huainan;Huainan;Huainan;Huainan;Huainan;Huainan;;;;;X
PROV1344;Anqing;Anqing;Anqing;Anqing;Anqing;Anqing;;;;;X
PROV1345;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;;;;;X
PROV1346;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;;;;;X
PROV1347;Wenzhou;Wenzhou;Wenzhou;Wenzhou;Wenzhou;Wenzhou;;;;;X
PROV1348;Jinhua;Jinhua;Jinhua;Jinhua;Jinhua;Jinhua;;;;;X
PROV1349;Xingan;Xingan;Xingan;Xingan;Xingan;Xingan;;;;;X
PROV1350;Jingdezhen;Jingdezhen;Jingdezhen;Jingdezhen;Jingdezhen;Jingdezhen;;;;;X
PROV1351;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;;;;;X
PROV1352;Nanchang;Nanchang;Nanchang;Nanchang;Nanchang;Nanchang;;;;;X
