##;HEARTS OF IRON!;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X,
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X,
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X,
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X,
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X,
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X,
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;NOTES TO TRANSLATORS:;;;;;;;;;;X,
##;=====================;;;;;;;;;;X,
##;;;;;;;;;;;X,,,,,
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X,,,
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X,,,,
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X,
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X,,,,
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X,,,,
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X,,,,
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X,,,,
##;§W = white text;;;;;;;;;;X,,,,,
##;§Y = orange text;;;;;;;;;;X,,,,,
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X,,
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X,,
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X,,,,,
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X,,,,,
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X,,,,
##;;;;;;;;;;;X,
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X,
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X,
UIW_STRATATTACK;Strategic Bombing;Bombardement stratégique;Bomb. strategico;Bombardeo estratégico;Strat. Bombardierung;Bombardowanie strategiczne;;;;;X,,,,,,,,,,
UIW_SURFACEDEFENCE;Surface Defence;Défense de surface:;Difesa della superficie;Defensa superficie;Bodenverteidigung;Odpornoœæ na ostrza³ z ziemi;;;;;X,,,,,,,,,,
UIW_STRENGTH_DESC;This is the proportion of men and vehicles that are still in fighting shape.;Cette valeur représente le nombre d’hommes et de véhicules qui sont toujours en mesure de combattre.;Quanti uomini e veicoli si trovano ancora in formazione da combattimento.;Esto indica cuántos hombres y vehículos están operativos.;Dies ist die Anzahl der noch kampffähigen Soldaten und Fahrzeuge.;Iloœæ ludzi i pojazdów zdolnych do walki;;;;;X,,,,,,,,,,
UIW_ORG_DESC;This value represents the organization and morale of the men in the unit.;Cette valeur représente le niveau d'organisation et de moral des troupes sélectionnées.;L'organizzazione e il morale complessivi degli uomini nell'unità.;Esto representa la organización y la moral en general de los hombres de esta unidad.;Dieser Wert repräsentiert die insgesamte Organisation und Moral der Soldaten in der Einheit.;Wyszkolenie i morale ¿o³nierzy;;;;;X,,,,,,,,,,
UIW_HARDATTACK_DESC;The number of attacks this unit has against hard, armored targets.;Cette valeur représente la puissance d’attaque de cette unité contre les cibles dures, c’est-à-dire contre les divisions mécanisées ou blindées.;Il numero di attacchi che quest'unità può sferrare contro bersagli pesanti (unità meccanizzate, divisioni corazzate, ecc.).;Cantidad de ataques que la unidad efectúa contra objetivos 'duros' (divs. acorazadas y mecanizadas).;Die Anzahl von Angriffen, die dieser Einheit gegen gepanzerte Ziele zur Verfügung stehen, z.B. mechanisierte Divisionen und Panzerdivisionen.;Iloœæ ataków przeciw celom pancernym i zmechanizowanym.;;;;;X,,,,
UIW_SOFTATTACK_DESC;The number of attacks this unit has against soft, non-armored targets.;Cette valeur représente la puissance d’attaque de cette unité contre les cibles vivantes, c’est-à-dire contre toute sorte de force terrestre, exception faite des cibles blindées ou mécanisées.;Il numero di attacchi che quest'unità può sferrare contro bersagli leggeri (tutte le unità terrestri, tranne quelle meccanizzate e corazzate).;Cantidad de ataques que la unidad efectúa contra objetivos 'blandos' (cualquier unidad terrestre, excepto acorazadas y mecanizadas).;Die Anzahl von Angriffen, die dieser Einheit gegen 'weiche' Ziele zur Verfügung stehen, also alle Landtruppen außer mechanisierten Einheiten und Panzereinheiten.;Iloœæ ataków przeciw celom nie opancerzonym.;;;;;X,,,
UIW_AIRATTACK_DESC;The number of attacks this unit has against targets in the air.;Cette valeur représente la puissance d'attaque de cette unité contre les cibles aériennes.;Il numero di attacchi che quest'unità può sferrare contro bersagli aerei.;Cantidad de ataques que la unidad efectúa contra objetivos en el aire.;Die Anzahl von Angriffen, die dieser Einheit gegen Luftziele zur Verfügung stehen.;Iloœæ ataków przeciw samolotom.;;;;;X,,,,,,,,,
UIW_DEFENCE_DESC;The defence against attacks from other land units. Each defence point gives a 10 percent chance of successfully defending against an attack.;Défense contre les attaques lancées par des unités terrestres ennemies. Chaque point vous donne 10 pour cent de chance de résister à une attaque.;La difesa contro altre unità terrestri. Ogni valore fornisce il 10 per cento di probabilità di difendersi con successo.;Defensa contra ataques de otras unidades terrestres. Cada valor otorga un 10 por ciento de defenderse con éxito de un ataque.;Die Verteidigung gegen Angriffe anderer Luftwaffeneinheiten. Jeder Punkt steht für eine zehnprozentige Wahrscheinlichkeit, sich erfolgreich gegen einen Angriff zu wehren.;Obrona przeciw atakom l¹dowym. Ka¿dy punkt daje jednostce 10% szansy na obronê.;;;;;X,,,,,,,,,
UIW_AIRDEFENCE_DESC;The defence against attacks from air units. Each defence point gives a 10 percent chance of successfully defending against an attack.;Défense contre les attaques lancées par des unités aériennes. Chaque point vous donne 10 pour cent de chance de résister à une attaque.;La difesa contro le unità aeree. Ogni valore fornisce il 10 per cento di probabilità di difendersi con successo.;Defensa contra ataques de unidades aéreas. Cada valor otorga un 10 por ciento de defenderse con éxito de un ataque.;Die Verteidigung gegen Angriffe von Luftwaffeneinheiten. Jeder Punkt steht für eine zehnprozentige Wahrscheinlichkeit, sich erfolgreich gegen einen Angriff zu wehren.;Obrona przeciw atakom lotniczym. Ka¿dy punkt daje jednostce 10% szansy na obronê.;;;;;X,,,,,,,,,
UIW_SEAATTACK_DESC;This is the offensive capabilities of a unit towards other ships.;Cette valeur représente les capacités offensives d’une unité face à des navires ennemis.;La capacità offensive di un'unità contro altre navi.;Es la capacidad ofensiva de una unidad contra otros barcos.;Dies ist die Angriffsfähigkeit einer Einheit gegen Schiffe.;Si³a ataku przeciw okrêtom.;;;;;X,,,,,,,,,,
UIW_SEADEFENCE_DESC;This is the ability of a unit to withstand attacks from other ships.;Cette valeur représente la capacité d’une unité à résister aux attaques de navires ennemis.;L'abilità di un'unità di resistere agli attacchi di altre navi.;Es la capacidad de una unidad para aguantar ataques de otros barcos.;Dies ist die Fähigkeit einer Einheit, den Angriffen anderer Schiffe zu widerstehen.;Odpornoœæ na atak okrêtów.;;;;;X,,,,,,,,,
UIW_NAVALATTACK_DESC;The ability to damage and sink ships;Cette valeur représente la capacité de l'unité à endommager, voire à couler les bâtiments ennemis.;L'abilità di danneggiare e affondare le navi.;Capacidad para dañar y hundir barcos.;Die Fähigkeit, Schiffe zu beschädigen und zu versenken;Zdolnoœæ uszkodzenia i zatopienia okrêtu.;;;;;X,,,,,,,,
UIW_TACTICALATTACK_DESC;The ability to destroy enemy tanks, vehicles and forts, and to disorganize enemy armies.;Cette valeur représente la capacité d'une unité à désorganiser et à endommager les blindés, les véhicules et les fortifications de l'ennemi.;L'abilità di distruggere i carri armati, i veicoli, i fortini dei nemici e di disorganizzarne gli eserciti.;Capacidad para destruir tanques, vehículos y fortificaciones del enemigo y desorganizar sus ejércitos.;Die Fähigkeit, feindliche Panzer, Fahrzeuge und Befestigungenen zu zerstören sowie feindliche Armeen zu desorganisieren.;Zdolnoœæ niszczenia wrogich czo³gów, pojazdów, fortów i dezorganizowania obcych armii.;;;;;X
UIW_STRATATTACK_DESC;The ability of an air division to damage enemy industries, cities and port facilities.;Cette valeur représente la capacité d'une unité à endommager les industries et les infrastructures ennemies lors d'un bombardement.;L'abilità di un'unità aerea di danneggiare le industrie, le città e le installazioni portuali dei nemici.;Capacidad de la división del aire para dañar industrias, ciudades y puertos del enemigo.;Die Fähigkeit einer Fliegerdivision, feindliche Industrie, Städte und Hafeneinrichtungen zu beschädigen.;Zdolnoœæ niszczenia wrogich portów, miast i przemys³u.;;;;;X,,,,
UIW_SURFACEDEFENCE_DESC;The defence ability against AA fire.;Cette valeur représente la capacité d’un escadron à résister au feu des batteries de DCA.;L'abilità di difendersi dal fuoco della contraerea.;Capacidad de defensa contra fuego AA.;Die Verteidigungsfähigkeit gegen AA-Feuer.;Wytrzyma³oœæ na ogieñ przeciwlotniczy z powierzchni ziemi.;;;;;X,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,
UIW_REDEPLOY;Strategically Re-deploy Unit;Redéploiement stratégique de l’unité;Rischiera l’unità in modo strategico;Traslado estratégico de la unidad;Strategisch neu gruppierte Einheit;Dokonaj dyslokacji strategicznej;;;;;X,,,,,,,
UIW_RD_DRO;This will transport the unit to its destination through our railway system. It will disappear from the map while in transit and reappear at its destination after an amount of time depending on the distance and our Transport Capacity.;Ceci emportera l’unité vers sa destination, par le biais du système ferroviaire. Pendant le transit, elle disparaît de la carte, puis réapparaît au bout d’un certain temps sur son lieu de destination, en fonction de la distance et de notre Capacité de transport.;Questo convoglio trasporterà l’unità su rotaia fino a destinazione. Scomparirà dalla mappa durante il transito e riapparirà a destinazione dopo un periodo di tempo che dipende dalla distanza e dalla nostra Capacità di trasporto.;Esto transportará la unidad a su destino por el sistema ferroviario. Desaparecerá del mapa mientras esté en tránsito y reaparecerá en su destino tras una cantidad de tiempo que depende de la distancia y tu capacidad de transporte.;Damit wird die Einheit über unser Schienennetz zum Ziel gebracht. Sie verschwindet während des Transports von der Karte und wird je nach Entfernung und unserer TK wieder erscheinen, wenn sie am Ziel angekommen ist.;Spowoduje to przetransportowanie kolej¹ jednostki do nowego miejsca stacjonowania. Jednostka zniknie z mapy na czas transportu, a nastêpnie pojawi siê w punkcie docelowym, po czasie zale¿nym od zdolnoœci transportowej.;;;;;X
UIW_RD_IRO0;@doomdark?;@doomdark?;@doomdark?;@doomdark?;Verhängsivolle Finsternis?;@doomdark?;;;;;X,,,,,,,
UIW_RD_IRO1;@doomdark?;@doomdark?;@doomdark?;@doomdark?;Verhängsivolle Finsternis?;@doomdark?;;;;;X,,,,,,,
UIW_RD_IRO2;You can only strategically re-deploy a unit to your own territory.;Une unité ne peut être stratégiquement redéployée que sur votre propre territoire.;Puoi rischierare strategicamente un'unità solo nel tuo territorio.;Sólo puedes trasladar estratégicamente una unidad de tu propio territorio.;Sie können Einheiten nur auf Ihrem eigenen Territorium strategisch umgruppieren.;Dyslokacji strategicznej dokonaæ mo¿esz tylko na w³asne terytorium.;;;;;x,,,,,,,
##;;;;;;;;;;;X,,,,,,,
DIVISION_UPGRADE;Upgrade to Latest Model;Mettre à niveau;Potenzia all'ultimo modello;Moderniz. último modelo;Auf neuestes Modell aufrüsten;Zmodernizuj do najnowoczeœniejszego modelu;;;;;X,,,,,,,
DIVISION_REINFORCE;Reinforce to Maximum Strength;Renforcer l'unité;Rinforza al massimo;Reforzar al máximo;Auf Maximalstärke bringen;Dokonaj uzupe³nieñ do maksymalnej si³y;;;;;X,,,,,,,
DIVISION_CONVOY;Send on Convoy Duty;Envoyer en convoi;Invia tramite convoglio;Enviar serv. convoy;Auf Konvoimission schicken;Wyœlij do zadañ konwojowych;;;;;X,,,,,,,
DIVISION_REPAIR;Repair Ship(s);Réparer navire(s);Ripara una o più navi;Reparar barco(s);Schiff(e) reparieren;Napraw statek(i);;;;;X,,,,,,,
DIVISION_DISBAND;Disband;Démobiliser;Smantella;Disolver;Auflösen;Rozwi¹¿;;;;;x,,,,,,,
##;;;;;;;;;;;x,,,,,,,
DISBAND_IRO;Disbanding this unit will return %.1f manpower to the pool.\n(You can disband any ship or division which is not in combat, to regain its manpower.);La démobilisation de cette unité rapporte %.1f de main d’oeuvre à la réserve.\n (Vous pouvez démobiliser et récupérer la main d’oeuvre de tout navire ou division hors combat);Smantellando quest'unità, %.1f punti di forza lavoro torneranno disponibili.\nPuoi smantellare qualsiasi nave o divisione che non stia combattendo per recuperarne la forza lavoro.;Disolverla devolverá %.1f de rec. hum. a la reserva.\n(Puedes disolver cualquier nave o división que no esté en combate para recuperar sus recursos).;Die Einheit bringt %.1f Wehrfähige in den Pool.\n(Nicht im Kampf befindliche Schiffe und Einheiten können Sie auflösen, um deren Wehrfähige zurückzugewinnen.);Rozwi¹zanie tej jednostki zwróci Ci %.1f zasobów ludzkich. (Mo¿esz rozwi¹zaæ dowoln¹ dywizjê lub okrêt, aktualnie nie walcz¹ce, aby odzyskaæ zasoby ludzkie);;;;;x,,
DIV_RE_IRO0;You cannot reinforce the division at this time.;Vous ne pouvez pas renforcer cette division maintenant.;Non puoi rinforzare la divisione in questo momento.;No puedes reforzar la división en este momento.;Diese Division können Sie zum jetzigen Zeitpunkt nicht verstärken.;Obecnie nie mo¿esz dokonaæ uzupe³nieñ w tej dywizji.;;;;;X,,,,,,,
DIV_RE_IRO1;The division is not attached to any unit at the moment, so it cannot be reinforced.;N’étant actuellement affiliée à aucune unité, cette division ne peut être renforcée.;Al momento, la divisione non fa parte di alcuna unità (quindi non può essere rinforzata).;La división no está destinada a ninguna unidad de momento, así que no puedes reforzarla.;Die Division ist im Moment keiner Einheit zugewiesen und kann daher nicht verstärkt werden.;Dywizja nie jest w³¹czona do ¿adnej jednostki, wiêc nie mo¿e otrzymaæ uzupe³nieñ.;;;;;x,,
DIV_RE_IRO2;The division is not in supply, and so cannot be reinforced.;Cette division ne peut être renforcée puisqu’elle n’est pas réapprovisionnée.;La divisione non è rifornita, quindi non può essere rinforzata.;La división no está abastecida, así que no puedes reforzarla.;Die Division wird im Moment nicht versorgt und kann daher nicht verstärkt werden.;Dywizja nie otrzymuje zaopatrzenia, nie mo¿na wiêc dokonaæ w niej uzupe³nieñ.;;;;;x
DIV_RE_IRO3;This division is already at maximum strength and does not need any reinforcements.;Cette division a atteint sa force maximale, elle n’a pas besoin d’être renforcée.;Questa divisione è già potenziata al massimo, quindi non ha bisogno di essere ulteriormente rinforzata.;Esta división ya está al máximo de su fuerza, así que no precisa de más refuerzos.;Diese Division ist bereits auf voller Stärke und benötigt deshalb keine Verstärkungen.;Dywizja nie potrzebuje uzupe³nieñ, gdy¿ jej si³a jest  na maksymalnym poziomie.;;;;;x
DIV_RE_IRO4;There is no manpower available in the country to reinforce the division.;Cette division ne peut être renforcée car votre pays manque de main d’oeuvre.;Non c'è forza lavoro disponibile nella nazione per rinforzare la divisione.;El país no tiene recursos humanos disponibles para reforzar la división.;Die Wehrfähigen des Landes reichen zur Verstärkung dieser Division nicht aus.;Brakuje Ci zasobów ludzkich wymaganych do wys³ania uzupe³nieñ do tej dywizji.;;;;;x,,,,
DIV_RE_IRO_RIGHT;You need %.1f manpower and %.1f supplies to reinforce this division. (Click to reinforce the division to maximum strength.);Vous avez besoin de %.1f de main d’oeuvre pour renforcer cette division %.2f. (Cliquer pour renforcer la division jusqu’à sa puissance maximale.);Necessiti di %.1f %.1f forza lavoro per rinforzare questa divisione (clicca per rinforzarla al massimo).;Necesitas %.1f de rec. hum. y %.1f de suministros para reforzar esta división. (haz clic para reforzarla al máximo).;Zur Verstärkung dieser Division benötigen Sie %.1f Wehrfähige und %.1f an Nachschub. (Klicken Sie, um die Division auf Maximalstärke zu bringen.);Do dokonania uzupe³nieñ w tej dywizji wymagane jest %.1f j. zasobów ludzkich i %.1f j. zaopatrzenia. (Kliknij, aby dokonaæ uzupe³nieñ tej dywizji do maksymalnej si³y);;;;;x,,
DIV_RE_DRO;Manpower will be taken from the national pool to draft new recruits into the unit. This may result in a loss of organisation.;La main d’oeuvre provenant de la Réserve nationale permet d’intégrer de nouvelles recrues à votre unité. Ceci risque de troubler l’organisation militaire.;La forza lavoro a disposizione sarà chiamata alle armi per rifornire l'unità di nuove reclute. Ciò potrebbe causare una mancanza di organizzazione.;Se extraerán rec. hum. de la reserva nacional para dotar de nuevos reclutas a la unidad. Esto comportará una pérdida de organización.;Wehrfähige werden zur Gewinnung neuer Rekruten für die Einheit aus dem nationalen Truppenpool abgezogen. Dies kann zu Organisationsverlust führen.;Zasoby ludzkie zostan¹ u¿yte do wyszkolenia rekrutów dla tej jednostki. Mo¿e to obni¿yæ poziom zorganizowania.;;;;;x,,,,
DIV_UP_DRO;Upgrading a division will equip it with the latest weaponry made available through technological research. The new weapons will increase the attributes of the unit.;Mettre à niveau une division consiste à l’équiper des derniers modèles d’armes mis à votre disposition par les services de recherche technologique. Ces armes augmentent les compétences de l'unité.;Potenziando una divisione, la equipaggerai con le armi tecnologicamente più sviluppate. Queste nuove armi aumentano le caratteristiche dell'unità.;Al modernizar una división la equiparás con el último armamento disponible, producto de la investigación tecnológica. Las nuevas armas aumentarán los atributos de la unidad.;Wird eine Division aufgerüstet, erhält sie die modernsten verfügbaren Waffen. Diese neuen Waffen verbessern die Eigenschaften dieser Einheit.;Modernizacja dywizji wyposa¿y j¹ w najnowoczeœniejsz¹ dostêpn¹ broñ. Podniesie to jej wartoœæ bojow¹.;;;;;x,
DIV_UP_IRO0;You cannot upgrade the division at this time.;Vous ne pouvez pas mettre à niveau cette division maintenant.;Al momento non puoi potenziare la divisione.;No puedes reforzar la división en este momento.;Diese Division können Sie zum jetzigen Zeitpunkt nicht aufrüsten.;Nie mo¿esz zmodernizowaæ teraz jednostki.;;;;;X,,,,
DIV_UP_IRO_RIGHT;(Click to upgrade the division to the latest model.);(cliquez pour mettre à niveau la division.);(Clicca per potenziare al massimo la divisione).;(Haz clic para modern. la división con último modelo).;(Klicken Sie, um die Division auf das neueste Modell aufzurüsten.);(Kliknij, aby zmodernizowaæ jednostkê do najnowoczeœniejszego dostêpnego modelu);;;;;x,,
########################################;;;;;;;;;;;x,,,,
MUW_LAND;%d armies selected.;%d armées sélectionnées.;%d eserciti selezionati.;%d ejércitos selec.;%d Armeen ausgewählt;%d jednostek.;;;;;X,,,,
MUW_AIR;%d air units selected.;%d unités aériennes sélectionnées.;%d unità aeree selez.;%d u. aéreas selec.;%d Luftwaffeneinheiten ausgewählt.;%d jednostek.;;;;;X,,,,
MUW_SEA;%d fleets selected.;%d flottes sélectionnées.;%d flotte selez.;%d flotas selec.;%d Flotten ausgewählt.;%d jednostek.;;;;;X,,,,
MUW_DIV;%d divisions;%d divisions;%d divisioni;%d divisiones.;%d Divisionen;%d dywizji.;;;;;X,,,,
DEV_READY;ETA: %s.;ETA: %s.;TAS: %s.;TELl: %s.;ETA: %s.;ETA: %s.;;;;;x,,,,
DEV_COST;Cost: %.1f IC;Coût: %.1f PP;Costo: %.1f IC;Coste: %.1f CI; %.1f IK;Koszt: %.1f PP;;;;;x,,,,
DEV_PRIO1;Move to top;Haut de la liste ;Sposta in cima;Mover arriba;Ganz nach oben bewegen;Przesuñ na pocz¹tek;;;;;x,,,,
DEV_PRIO2;Move one up;Monter de un;Sposta in alto;Mover uno arriba;Eins nach oben bewegen;Przesuñ o jeden w górê;;;;;x,,
DEV_PRIO3;Move one down.;Descendre de un;Sposta in basso;Mover uno abajo;Eins nach unten bewegen;Przesuñ o jeden w dó³;;;;;x,,
DEV_PRIO4;Move to bottom;Bas de la liste;Sposta in fondo;Mover abajo;Ganz nach unten bewegen;Przesuñ na koniec;;;;;x,,
DEV_CANCEL;Cancel Development;Annuler le développement;Annulla produzione;Cancelar desarrollo;Produktion abbrechen;Anuluj budowê;;;;;x,,
FORCEPOOL;Force Pool (%.1f/%.1f);Réserve (%.1f/%.1f);Forze disponibili (%.1f/%.1f);Reserva fue.(%.1f/%.1f);Truppenpool (%.1f/%.1f);Pula jednostek (%.1f/%.1f);;;;;X,,
DEV_DEPLOY_IRO;(Click the button to select where to deploy this unit.);(cliquez pour sélectionner le lieu de redéploiement de votre unité.);(Premi il pulsante per selezionare il punto in cui schierare questa unità).;(Haz clic en botón para elegir dónde desplegar unidad).;(Klicken Sie die Schaltfläche, um diese Einheit aufzustellen.);(Kliknij, aby wybraæ miejsce rozmieszczenia jednostki);;;;;X
DEV_NO_SPEED;No progress being made.;L’évolution actuelle est nulle.;Allo stato attuale, non è stato compiuto alcun progresso.;De momento no se producen avances.;Bis jetzt ist kein Fortschritt erzielt worden. ;W chwili obecnej nie dokonujemy ¿adnego postêpu. ;;;;;x,
DEV_MANPOWER_LACK;Production halted due to lack of manpower.;Production interrompue pour raisons de pénurie de main d’œuvre.;Produzione bloccata per mancanza di forza lavoro.;Producción detenida debido a la falta de recursos humanos.;Produktion aufgrund fehlender Wehrfähiger gestoppt.;Produkcja wstrzymana z braku zasobów ludzkich.;;;;;x,,
DEV_SPEED;Currently progressing at %.1f\%% of nominal speed.;Evolution actuelle d’environ %.f pourcent de la vitesse normale.;La rapidità attuale del progresso è circa del %.f per cento.;Avanza actualmente a un %.1f\%% de su velocidad nominal.;Momentaner Fortschritt bei ca. %.f Prozent der maximalen Geschwindigkeit.;Aktualna szybkoœæ postêpu wynosi %.1f\%% wartoœci nominalnej. ;;;;;x,,
DEV_FULL_SPEED;Progress is going at full speed.;Evolution à vitesse maximale.;Il progresso sta marciando a tutta velocità.;Avanza a toda velocidad.;Maximaler Fortschritt.;Postêp dokonuje siê z maksymaln¹ szybkoœci¹. ;;;;;x,,
