PROV996;Saint Denis de la Reunion;Saint Denis de la Reunion;Saint Denis de la Reunion;Saint Denis de la Reunión;Saint Denis de la Reunion;Saint Denis de la Reunion;Saint Denis de la Reunion;Saint Denis de la Reunion;;;X
PROV997;Port Louis;Port Louis;Port Louis;Puerto Louis;Port Louis;Port Louis;Port Louis;Port Louis;;;X
PROV998;Port Victoria;Port Victoria;Port Victoria;Puerto Victoria;Port Victoria;Port Victoria;Port Victoria;Port Victoria;;;X
PROV999;Muruni;Muruni;Muruni;Muruni;Muruni;Muruni;Muruni;Muruni;;;X
PROV1000;Mamoudzou;Mamoudzou;Mamoudzou;Mamoudzou;Mamoudzou;Mamoudzou;Mamoudzou;Mamoudzou;;;X
PROV1001;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;;;X
PROV1002;Tamatave;Tamatave;Tamatave;Tamatave;Tamatave;Tamatave;Tamatave;Tamatave;;;X
PROV1003;Fort Dauphin;Fort Dauphin;Fort Dauphin;Fuerte Dauphin;Fort Dauphin;Fort Dauphin;Fort Dauphin;Fort Dauphin;;;X
PROV1004;El Arish;El Arish;El Arish;El Arish;El Arish;El Arish;El Arish;El Arish;;;X
PROV1005;Sharm el Sheikh;Sharm el Sheikh;Sharm el Sheikh;Sharm el Sheikh;Sharm el Sheikh;Sharm el Sheikh;Sharm el Sheikh;Sharm el Sheikh;;;X
PROV1006;Al Qantarah;Al Qantarah;Al Qantarah;Al Qantarah;Al Qantarah;Al Qantarah;Al Qantarah;Al Qantarah;;;X
PROV1007;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;;;X
PROV1008;Tel Aviv;Tel Aviv;Tel Aviv;Tel Aviv;Tel Aviv;Tel Aviv;Tel Aviv;Tel Aviv;;;X
PROV1009;Gaza;Gaza;Gaza;Gaza;Gaza;Gaza;Gaza;Gaza;;;X
PROV1010;Eilat;Eilat;Eilat;Eilat;Eilat;Eilat;Eilat;Eilat;;;X
PROV1011;Haifa;Haifa;Haifa;Haifa;Haifa;Haifa;Haifa;Haifa;;;X
PROV1012;free;free;free;free;free;free;free;free;;;X
PROV1013;Akko;Akko;Akko;Akko;Akko;Akko;Akko;Akko;;;X
PROV1014;Deir ez Zor;Deir ez Zor;Deir ez Zor;Deir ez Zor;Deir ez Zor;Deir ez Zor;Deir ez Zor;Deir ez Zor;;;X
PROV1015;El Qamisli;El Qamisli;El Qamisli;El Qamisli;El Qamisli;El Qamisli;El Qamisli;El Qamisli;;;X
PROV1016;Damascus;Damascus;Damascus;Damasco;Damascus;Damascus;Damascus;Damascus;;;X
PROV1017;Hims;Hims;Hims;Hims;Hims;Hims;Hims;Hims;;;X
PROV1018;Trablos;Trablos;Trablos;Trablos;Trablos;Trablos;Trablos;Trablos;;;X
PROV1019;Beirut;Beirut;Beirut;Beirut;Beirut;Beirut;Beirut;Beirut;;;X
PROV1020;Golan;Golan;Golan;Golán;Golan;Golan;Golan;Golan;;;X
PROV1021;Aleppo;Aleppo;Aleppo;Alepo;Aleppo;Aleppo;Aleppo;Aleppo;;;X
PROV1022;Amman;Amman;Amman;Amman;Amman;Amman;Amman;Amman;;;X
PROV1023;Irbid;Irbid;Irbid;Irbid;Irbid;Irbid;Irbid;Irbid;;;X
PROV1024;As Zarqa;As Zarqa;As Zarqa;As Zarqa;As Zarqa;As Zarqa;As Zarqa;As Zarqa;;;X
PROV1025;Ma'an;Ma'an;Ma'an;Ma'an;Ma'an;Ma'an;Ma'an;Ma'an;;;X
PROV1026;Al Kerak;Al Kerak;Al Kerak;Al Kerak;Al Kerak;Al Kerak;Al Kerak;Al Kerak;;;X
PROV1027;Arbil;Arbil;Arbil;Arbil;Arbil;Arbil;Arbil;Arbil;;;X
PROV1028;Al Amarah;Al Amarah;Al Amarah;Al Amarah;Al Amarah;Al Amarah;Al Amarah;Al Amarah;;;X
PROV1029;Mosul;Mosul;Mosul;Mosul;Mosul;Mosul;Mosul;Mosul;;;X
PROV1030;Karbala;Karbala;Karbala;Karbala;Karbala;Karbala;Karbala;Karbala;;;X
PROV1031;An Najaf;An Najaf;An Najaf;An Najaf;An Najaf;An Najaf;An Najaf;An Najaf;;;X
PROV1032;Basrah;Basrah;Basrah;Basrah;Basrah;Basrah;Basrah;Basrah;;;X
PROV1033;El Hillah;El Hillah;El Hillah;El Hillah;El Hillah;El Hillah;El Hillah;El Hillah;;;X
PROV1034;Baghdad;Baghdad;Baghdad;Bagdad;Baghdad;Baghdad;Baghdad;Baghdad;;;X
PROV1035;Kut;Kut;Kut;Kut;Kut;Kut;Kut;Kut;;;X
PROV1036;Kirkuk;Kirkuk;Kirkuk;Kirkuk;Kirkuk;Kirkuk;Kirkuk;Kirkuk;;;X
PROV1037;An Nasiriyyah;An Nasiriyyah;An Nasiriyyah;An Nasiriyyah;An Nasiriyyah;An Nasiriyyah;An Nasiriyyah;An Nasiriyyah;;;X
PROV1038;Doha;Doha;Doha;Doha;Doha;Doha;Doha;Doha;;;X
PROV1039;Abu Dhabi;Abu Dhabi;Abu Dhabi;Abu Dhabi;Abu Dhabi;Abu Dhabi;Abu Dhabi;Abu Dhabi;;;X
PROV1040;Dammam;Dammam;Dammam;Damnan;Dammam;Dammam;Dammam;Dammam;;;X
PROV1041;Kuwait;Kuwait;Kuwait;Kuwait;Kuwait;Kuwait;Kuwait;Kuwait;;;X
PROV1042;Georgian Bay;Georgian Bay;Georgian Bay;Bahía de Georgian;Georgian Bay;Georgian Bay;Georgian Bay;Georgian Bay;;;X
PROV1043;Khasab;Khasab;Khasab;Khasab;Khasab;Khasab;Khasab;Khasab;;;X
PROV1044;Hayel;Hayel;Hayel;Hayel;Hayel;Hayel;Hayel;Hayel;;;X
PROV1045;Riyadh;Riyadh;Riyadh;Riyadh;Riyadh;Riyadh;Riyadh;Riyadh;;;X
PROV1046;Al-Jawf;Al-Jawf;Al-Jawf;Al-Jawf;Al-Jawf;Al-Jawf;Al-Jawf;Al-Jawf;;;X
PROV1047;El Hofuf;El Hofuf;El Hofuf;El Hofuf;El Hofuf;El Hofuf;El Hofuf;El Hofuf;;;X
PROV1048;Medina;Medina;Medina;Medina;Medina;Medina;Medina;Medina;;;X
PROV1049;Mecca;Mecca;Mecca;Meca;Mecca;Mecca;Mecca;Mecca;;;X
PROV1050;Sanaa;Sanaa;Sanaa;Sanaa;Sanaa;Sanaa;Sanaa;Sanaa;;;X
PROV1051;El Mukalla;El Mukalla;El Mukalla;El Mukalla;El Mukalla;El Mukalla;El Mukalla;El Mukalla;;;X
PROV1052;Masqat;Masqat;Masqat;Masqat;Masqat;Masqat;Masqat;Masqat;;;X
PROV1053;Aden;Aden;Aden;Adén;Aden;Aden;Aden;Aden;;;X
PROV1054;Antakya;Antakya;Antakya;Antakya;Antakya;Antakya;Antakya;Antakya;;;X
PROV1055;Adana;Adana;Adana;Adana;Adana;Adana;Adana;Adana;;;X
PROV1056;Gaziantep;Gaziantep;Gaziantep;Gaziantep;Gaziantep;Gaziantep;Gaziantep;Gaziantep;;;X
PROV1057;Antalya;Antalya;Antalya;Antalya;Antalya;Antalya;Antalya;Antalya;;;X
PROV1058;Tarsus;Tarsus;Tarsus;Tarsus;Tarsus;Tarsus;Tarsus;Tarsus;;;X
PROV1059;Sivas;Sivas;Sivas;Sivas;Sivas;Sivas;Sivas;Sivas;;;X
PROV1060;Diyarbakir;Diyarbakir;Diyarbakir;Diyarbakir;Diyarbakir;Diyarbakir;Diyarbakir;Diyarbakir;;;X
PROV1061;Malatya;Malatya;Malatya;Malatya;Malatya;Malatya;Malatya;Malatya;;;X
PROV1062;Hakkari;Hakkari;Hakkari;Hakkari;Hakkari;Hakkari;Hakkari;Hakkari;;;X
PROV1063;Erzurum;Erzurum;Erzurum;Erzurum;Erzurum;Erzurum;Erzurum;Erzurum;;;X
PROV1064;Elazig;Elazig;Elazig;Elazig;Elazig;Elazig;Elazig;Elazig;;;X
PROV1065;Karabuk;Karabuk;Karabuk;Karabuk;Karabuk;Karabuk;Karabuk;Karabuk;;;X
PROV1066;Samsun;Samsun;Samsun;Samsun;Samsun;Samsun;Samsun;Samsun;;;X
PROV1067;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;;;X
PROV1068;Zonguldak;Zonguldak;Zonguldak;Zonguldak;Zonguldak;Zonguldak;Zonguldak;Zonguldak;;;X
PROV1069;Tayshet;Tayshet;Tayshet;Tayshet;Tayshet;Tayshet;Tayshet;Tayshet;;;X
PROV1070;Kachug;Kachug;Kachug;Kachug;Kachug;Kachug;Kachug;Kachug;;;X
PROV1071;Eskisehir;Eskisehir;Eskisehir;Eskisehir;Eskisehir;Eskisehir;Eskisehir;Eskisehir;;;X
PROV1072;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;;;X
PROV1073;Kayseri;Kayseri;Kayseri;Kayseri;Kayseri;Kayseri;Kayseri;Kayseri;;;X
PROV1074;Konya;Konya;Konya;Konya;Konya;Konya;Konya;Konya;;;X
PROV1075;Ankara;Ankara;Ankara;Ankara;Ankara;Ankara;Ankara;Ankara;;;X
PROV1076;Izmit;Izmit;Izmit;Izmit;Izmit;Izmit;Izmit;Izmit;;;X
PROV1077;Smyrna;Smyrna;Smyrna;Smyrna;Smyrna;Smyrna;Smyrna;Smyrna;;;X
PROV1078;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;;;X
PROV1079;Denizli;Denizli;Denizli;Denizli;Denizli;Denizli;Denizli;Denizli;;;X
PROV1080;Sari;Sari;Sari;Sari;Sari;Sari;Sari;Sari;;;X
PROV1081;Rast;Rast;Rast;Rast;Rast;Rast;Rast;Rast;;;X
PROV1082;Rezaiye;Rezaiye;Rezaiye;Rezaiye;Rezaiye;Rezaiye;Rezaiye;Rezaiye;;;X
PROV1083;Tabriz;Tabriz;Tabriz;Tabriz;Tabriz;Tabriz;Tabriz;Tabriz;;;X
PROV1084;Kermanshah;Kermanshah;Kermanshah;Kermanshah;Kermanshah;Kermanshah;Kermanshah;Kermanshah;;;X
PROV1085;Teheran;Teheran;Teheran;Teherán;Teheran;Teheran;Teheran;Teheran;;;X
PROV1086;Esfahan;Esfahan;Esfahan;Isfahán;Esfahan;Esfahan;Esfahan;Esfahan;;;X
PROV1087;Hamadan;Hamadan;Hamadan;Hamadan;Hamadan;Hamadan;Hamadan;Hamadan;;;X
PROV1088;Shiraz;Shiraz;Shiraz;Shiraz;Shiraz;Shiraz;Shiraz;Shiraz;;;X
PROV1089;Ahvaz;Ahvaz;Ahvaz;Ahvaz;Ahvaz;Ahvaz;Ahvaz;Ahvaz;;;X
PROV1090;Busehr;Busehr;Busehr;Busehr;Busehr;Busehr;Busehr;Busehr;;;X
PROV1091;Gameroon;Gameroon;Gameroon;Gameroon;Gameroon;Gameroon;Gameroon;Gameroon;;;X
PROV1092;Mashhad;Mashhad;Mashhad;Mashhad;Mashhad;Mashhad;Mashhad;Mashhad;;;X
PROV1093;Zahedan;Zahedan;Zahedan;Zahedan;Zahedan;Zahedan;Zahedan;Zahedan;;;X
PROV1094;Kerman;Kerman;Kerman;Kerman;Kerman;Kerman;Kerman;Kerman;;;X
PROV1095;Birjand;Birjand;Birjand;Birjand;Birjand;Birjand;Birjand;Birjand;;;X
PROV1096;Lake Superior;Lake Superior;Lake Superior;Lake Superior;Lake Superior;Lake Superior;Lake Superior;Lake Superior;;;X
PROV1097;Ashkhabad;Ashkhabad;Ashkhabad;Ashkhabad;Ashkhabad;Ashkhabad;Ashkhabad;Ashkhabad;;;X
PROV1098;Merv;Merv;Merv;Merv;Merv;Merv;Merv;Merv;;;X
PROV1099;Samarkand;Samarkand;Samarkand;Samarkand;Samarkand;Samarkand;Samarkand;Samarkand;;;X
PROV1100;Bukhara;Bukhara;Bukhara;Bukhara;Bukhara;Bukhara;Bukhara;Bukhara;;;X
PROV1101;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;Zheleznodorozhny;;;X
PROV1102;Nukus;Nukus;Nukus;Nukus;Nukus;Nukus;Nukus;Nukus;;;X
PROV1103;Tashkent;Tashkent;Tashkent;Taskent;Tashkent;Tashkent;Tashkent;Tashkent;;;X
PROV1104;Khorugh;Khorugh;Khorugh;Khorugh;Khorugh;Khorugh;Khorugh;Khorugh;;;X
PROV1105;Dushanbe;Dushanbe;Dushanbe;Duchanbé;Dushanbe;Dushanbe;Dushanbe;Dushanbe;;;X
PROV1106;Osh;Osh;Osh;Osh;Osh;Osh;Osh;Osh;;;X
PROV1107;Pishpek;Pishpek;Pishpek;Pishpek;Pishpek;Pishpek;Pishpek;Pishpek;;;X
PROV1108;Dzambul;Dzambul;Dzambul;Dzambul;Dzambul;Dzambul;Dzambul;Dzambul;;;X
PROV1109;Chimkent;Chimkent;Chimkent;Chimkent;Chimkent;Chimkent;Chimkent;Chimkent;;;X
PROV1110;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;Kzyl-Orda;;;X
PROV1111;Fyodorovka;Fyodorovka;Fyodorovka;Fyodorovka;Fyodorovka;Fyodorovka;Fyodorovka;Fyodorovka;;;X
PROV1112;Novokazalinsk;Novokazalinsk;Novokazalinsk;Novokazalinsk;Novokazalinsk;Novokazalinsk;Novokazalinsk;Novokazalinsk;;;X
PROV1113;Uralsk;Uralsk;Uralsk;Uralsk;Uralsk;Uralsk;Uralsk;Uralsk;;;X
PROV1114;Aktyubinsk;Aktyubinsk;Aktyubinsk;Aktyubinsk;Aktyubinsk;Aktyubinsk;Aktyubinsk;Aktyubinsk;;;X
PROV1115;Kustanay;Kustanay;Kustanay;Kustanay;Kustanay;Kustanay;Kustanay;Kustanay;;;X
PROV1116;Derzhavinsk;Derzhavinsk;Derzhavinsk;Derzhavinsk;Derzhavinsk;Derzhavinsk;Derzhavinsk;Derzhavinsk;;;X
PROV1117;Chelkar;Chelkar;Chelkar;Chelkar;Chelkar;Chelkar;Chelkar;Chelkar;;;X
PROV1118;Fort Alexandrovsky;Fort Alexandrovsky;Fort Alexandrovsky;Fort Alexandrovsky;Fort Alexandrovsky;Fort Alexandrovsky;Fort Alexandrovsky;Fort Alexandrovsky;;;X
PROV1119;Kyzyl;Kyzyl;Kyzyl;Kizil;Kyzyl;Kyzyl;Kyzyl;Kyzyl;;;X
PROV1120;Bayan Tumen;Bayan Tumen;Bayan Tumen;Bayan Tumen;Bayan Tumen;Bayan Tumen;Bayan Tumen;Bayan Tumen;;;X
PROV1121;Bayankhongor;Bayankhongor;Bayankhongor;Bayankhongor;Bayankhongor;Bayankhongor;Bayankhongor;Bayankhongor;;;X
PROV1122;Arvaikheer;Arvaikheer;Arvaikheer;Arvaikheer;Arvaikheer;Arvaikheer;Arvaikheer;Arvaikheer;;;X
PROV1123;Olgii;Olgii;Olgii;Olgii;Olgii;Olgii;Olgii;Olgii;;;X
PROV1124;Urga;Urga;Urga;Urga;Urga;Urga;Urga;Urga;;;X
PROV1125;Muren;Muren;Muren;Muren;Muren;Muren;Muren;Muren;;;X
PROV1126;Kungur;Kungur;Kungur;Kungur;Kungur;Kungur;Kungur;Kungur;;;X
PROV1127;Pervouralsk;Pervouralsk;Pervouralsk;Pervouralsk;Pervouralsk;Pervouralsk;Pervouralsk;Pervouralsk;;;X
PROV1128;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;Nizhny Tagil;;;X
PROV1129;Vorkuta;Vorkuta;Vorkuta;Vorkuta;Vorkuta;Vorkuta;Vorkuta;Vorkuta;;;X
PROV1130;Berezniki;Berezniki;Berezniki;Berezniki;Berezniki;Berezniki;Berezniki;Berezniki;;;X
PROV1131;Ufa;Ufa;Ufa;Ufa;Ufa;Ufa;Ufa;Ufa;;;X
PROV1132;Chelyabinsk;Chelyabinsk;Chelyabinsk;Chelíabinsk;Chelyabinsk;Chelyabinsk;Chelyabinsk;Chelyabinsk;;;X
PROV1133;Orsk;Orsk;Orsk;Orsk;Orsk;Orsk;Orsk;Orsk;;;X
PROV1134;Orenburg;Orenburg;Orenburg;Oremburgo;Orenburg;Orenburg;Orenburg;Orenburg;;;X
PROV1135;Tobolsk;Tobolsk;Tobolsk;Tobolsk;Tobolsk;Tobolsk;Tobolsk;Tobolsk;;;X
PROV1136;Tyumen;Tyumen;Tyumen;Tiumen;Tyumen;Tyumen;Tyumen;Tyumen;;;X
PROV1137;Kurgan;Kurgan;Kurgan;Kurgán;Kurgan;Kurgan;Kurgan;Kurgan;;;X
PROV1138;Omsk;Omsk;Omsk;Omsk;Omsk;Omsk;Omsk;Omsk;;;X
PROV1139;Tara;Tara;Tara;Tara;Tara;Tara;Tara;Tara;;;X
PROV1140;Barnaul;Barnaul;Barnaul;Barnaul;Barnaul;Barnaul;Barnaul;Barnaul;;;X
PROV1141;Barabinsk;Barabinsk;Barabinsk;Barabinsk;Barabinsk;Barabinsk;Barabinsk;Barabinsk;;;X
PROV1142;Novosibirsk;Novosibirsk;Novosibirsk;Novosibirsk;Novosibirsk;Novosibirsk;Novosibirsk;Novosibirsk;;;X
PROV1143;Biysk;Biysk;Biysk;Biysk;Biysk;Biysk;Biysk;Biysk;;;X
PROV1144;Kemerovo;Kemerovo;Kemerovo;Kemerovo;Kemerovo;Kemerovo;Kemerovo;Kemerovo;;;X
PROV1145;Kusnezk;Kusnezk;Kusnezk;Kusnezk;Kusnezk;Kusnezk;Kusnezk;Kusnezk;;;X
PROV1146;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;Oyrot-Tura;;;X
PROV1147;Abakan;Abakan;Abakan;Abakan;Abakan;Abakan;Abakan;Abakan;;;X
PROV1148;Tomsk;Tomsk;Tomsk;Tomsk;Tomsk;Tomsk;Tomsk;Tomsk;;;X
PROV1149;Asino;Asino;Asino;Asino;Asino;Asino;Asino;Asino;;;X
PROV1150;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;Ostyako-Vogulsk;;;X
PROV1151;Sverdlovsk;Sverdlovsk;Sverdlovsk;Sverdlovsk;Sverdlovsk;Sverdlovsk;Sverdlovsk;Sverdlovsk;;;X
PROV1152;Salekhard;Salekhard;Salekhard;Salekhard;Salekhard;Salekhard;Salekhard;Salekhard;;;X
PROV1153;Uray;Uray;Uray;Uray;Uray;Uray;Uray;Uray;;;X
PROV1154;Surgut;Surgut;Surgut;Surgut;Surgut;Surgut;Surgut;Surgut;;;X
PROV1155;Norilsk;Norilsk;Norilsk;Norilsk;Norilsk;Norilsk;Norilsk;Norilsk;;;X
PROV1156;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;Krasnoiarsk;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;X
PROV1157;Kansk;Kansk;Kansk;Kansk;Kansk;Kansk;Kansk;Kansk;;;X
PROV1158;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;;;X
PROV1159;Lake;Lake;Lake;Lago;Lake;Lake;Lake;Lake;;;X
PROV1160;Lake Peipsi;Lake Peipsi;Lake Peipsi;Lago Peipsi;Lake Peipsi;Lake Peipsi;Lake Peipsi;Lake Peipsi;;;X
PROV1161;Kalakan;Kalakan;Kalakan;Kalakan;Kalakan;Kalakan;Kalakan;Kalakan;;;X
PROV1162;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;;;X
PROV1163;Bodaybo;Bodaybo;Bodaybo;Bodaybo;Bodaybo;Bodaybo;Bodaybo;Bodaybo;;;X
PROV1164;Ust-Kut;Ust-Kut;Ust-Kut;Ust-Kut;Ust-Kut;Ust-Kut;Ust-Kut;Ust-Kut;;;X
PROV1165;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;;;X
PROV1166;Cheremkhovo;Cheremkhovo;Cheremkhovo;Cheremkhovo;Cheremkhovo;Cheremkhovo;Cheremkhovo;Cheremkhovo;;;X
PROV1167;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;;;X
PROV1168;Borzya;Borzya;Borzya;Borzya;Borzya;Borzya;Borzya;Borzya;;;X
PROV1169;Chita;Chita;Chita;Chita;Chita;Chita;Chita;Chita;;;X
PROV1170;Never;Never;Never;Nunca;Never;Never;Never;Never;;;X
PROV1171;Ekimchan;Ekimchan;Ekimchan;Ekimchan;Ekimchan;Ekimchan;Ekimchan;Ekimchan;;;X
PROV1172;Jerusalem;Jerusalem;Jerusalem;Jerusalén;Jerusalem;Jerusalem;Jerusalem;Jerusalem;;;X
PROV1173;Lake;Lake;Lake;Lago;Lake;Lake;Lake;Lake;;;X
PROV1174;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;Kuybyshevka-Vostochnaya;;;X
PROV1175;Birobidzhan;Birobidzhan;Birobidzhan;Birobidzhan;Birobidzhan;Birobidzhan;Birobidzhan;Birobidzhan;;;X
PROV1176;Blagoveshchensk;Blagoveshchensk;Blagoveshchensk;Blagoveschensk;Blagoveshchensk;Blagoveshchensk;Blagoveshchensk;Blagoveshchensk;;;X
PROV1177;Nyurba;Nyurba;Nyurba;Nyurba;Nyurba;Nyurba;Nyurba;Nyurba;;;X
PROV1178;Nezametny;Nezametny;Nezametny;Nezametny;Nezametny;Nezametny;Nezametny;Nezametny;;;X
PROV1179;Yakutsk;Yakutsk;Yakutsk;Yakutsk;Yakutsk;Yakutsk;Yakutsk;Yakutsk;;;X
PROV1180;Verkhoyansk;Verkhoyansk;Verkhoyansk;Verkhoyansk;Verkhoyansk;Verkhoyansk;Verkhoyansk;Verkhoyansk;;;X
PROV1181;Magadan;Magadan;Magadan;Magadan;Magadan;Magadan;Magadan;Magadan;;;X
PROV1182;Anadyr;Anadyr;Anadyr;Anadyr;Anadyr;Anadyr;Anadyr;Anadyr;;;X
PROV1183;Palana;Palana;Palana;Palana;Palana;Palana;Palana;Palana;;;X
PROV1184;Petropavlovsk;Petropavlovsk;Petropavlovsk;Petropavlovsk;Petropavlovsk;Petropavlovsk;Petropavlovsk;Petropavlovsk;;;X
PROV1185;Gavan;Gavan;Gavan;Gabán;Gavan;Gavan;Gavan;Gavan;;;X
PROV1186;Okhotsk;Okhotsk;Okhotsk;Okhotsk;Okhotsk;Okhotsk;Okhotsk;Okhotsk;;;X
PROV1187;Sofiysk;Sofiysk;Sofiysk;Sofiysk;Sofiysk;Sofiysk;Sofiysk;Sofiysk;;;X
PROV1188;Elban;Elban;Elban;Elban;Elban;Elban;Elban;Elban;;;X
PROV1189;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;Nikolayevsk-on-Amur;;;X
PROV1190;Khabarovsk;Khabarovsk;Khabarovsk;Khabarovsk;Khabarovsk;Khabarovsk;Khabarovsk;Khabarovsk;;;X
PROV1191;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;;;X
PROV1192;Semyonovka;Semyonovka;Semyonovka;Semyonovka;Semyonovka;Semyonovka;Semyonovka;Semyonovka;;;X
PROV1193;Nakhodka;Nakhodka;Nakhodka;Nakhodka;Nakhodka;Nakhodka;Nakhodka;Nakhodka;;;X
PROV1194;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;;;X
PROV1195;Tetyukhe;Tetyukhe;Tetyukhe;Tetyukhe;Tetyukhe;Tetyukhe;Tetyukhe;Tetyukhe;;;X
PROV1196;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;Nikolsk-Ussuriysky;;;X
PROV1197;Hegang;Hegang;Hegang;Hegang;Hegang;Hegang;Hegang;Hegang;;;X
PROV1198;Butehaqi;Butehaqi;Butehaqi;Butehaqi;Butehaqi;Butehaqi;Butehaqi;Butehaqi;;;X
PROV1199;Harbin;Harbin;Harbin;Harbin;Harbin;Harbin;Harbin;Harbin;;;X
PROV1200;Huma;Huma;Huma;Huma;Huma;Huma;Huma;Huma;;;X
PROV1201;Heihe;Heihe;Heihe;Heihe;Heihe;Heihe;Heihe;Heihe;;;X
PROV1202;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;;;X
PROV1203;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihar;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihaer;;;X
PROV1204;Jixi;Jixi;Jixi;Jixi;Jixi;Jixi;Jixi;Jixi;;;X
PROV1205;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;;;X
PROV1206;Haila'er;Haila'er;Haila'er;Haila'er;Haila'er;Haila'er;Haila'er;Haila'er;;;X
PROV1207;Jilin;Jilin;Jilin;Jilin;Jilin;Jilin;Jilin;Jilin;;;X
PROV1208;Changchun;Changchun;Changchun;Changchun;Changchun;Changchun;Changchun;Changchun;;;X
PROV1209;Wulanhaote;Wulanhaote;Wulanhaote;Wulanhaote;Wulanhaote;Wulanhaote;Wulanhaote;Wulanhaote;;;X
PROV1210;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;Tongliyao Hot;;;X
PROV1211;Hunjiang;Hunjiang;Hunjiang;Hunjiang;Hunjiang;Hunjiang;Hunjiang;Hunjiang;;;X
PROV1212;Yanji;Yanji;Yanji;Yanji;Yanji;Yanji;Yanji;Yanji;;;X
PROV1213;Baicheng;Baicheng;Baicheng;Baicheng;Baicheng;Baicheng;Baicheng;Baicheng;;;X
PROV1214;Shenyang;Shenyang;Shenyang;Shenyang;Shenyang;Shenyang;Shenyang;Shenyang;;;X
PROV1215;Fushun;Fushun;Fushun;Fushun;Fushun;Fushun;Fushun;Fushun;;;X
PROV1216;Jinzhou;Jinzhou;Jinzhou;Jinzhou;Jinzhou;Jinzhou;Jinzhou;Jinzhou;;;X
PROV1217;Anshan;Anshan;Anshan;Anshan;Anshan;Anshan;Anshan;Anshan;;;X
PROV1218;Panjin;Panjin;Panjin;Panjin;Panjin;Panjin;Panjin;Panjin;;;X
PROV1219;Port Arthur;Port Arthur;Port Arthur;Puerto Arthur;Port Arthur;Port Arthur;Port Arthur;Port Arthur;;;X
PROV1220;Dandong;Dandong;Dandong;Dandong;Dandong;Dandong;Dandong;Dandong;;;X
PROV1221;Pyeongyang;Pyeongyang;Pyeongyang;Pyongyang;Pyeongyang;Pyeongyang;Pyeongyang;Pyeongyang;;;X
PROV1222;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;;;X
